person_age,person_gender_female,person_gender_male,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26.0,0,1,4,37000.0,5,2,2000.0,0,0,1,0,0,0,11.99,0.05,2.0,639,0,1
22.0,1,0,6,37208.0,1,2,3000.0,0,0,0,1,0,0,14.79,0.08,3.0,700,0,0
22.0,1,0,0,36796.0,0,2,13250.0,0,1,0,0,0,0,10.99,0.36,3.0,621,1,0
23.0,1,0,0,96803.0,0,0,2000.0,0,0,0,0,0,1,9.99,0.02,4.0,607,1,0
25.0,1,0,0,97083.0,4,0,2000.0,0,0,0,0,0,1,11.49,0.02,3.0,617,1,0
23.0,1,0,6,97036.0,0,0,2000.0,0,0,0,0,1,0,11.01,0.02,3.0,561,0,0
25.0,0,1,2,107421.0,1,0,2000.0,0,0,0,0,0,1,13.49,0.02,3.0,676,1,0
23.0,0,1,2,109345.0,2,0,2000.0,0,0,0,0,1,0,7.88,0.02,3.0,666,0,0
21.0,1,0,0,120618.0,0,0,2000.0,0,1,0,0,0,0,13.57,0.02,3.0,620,1,0
23.0,0,1,4,121034.0,2,0,2000.0,0,0,0,1,0,0,10.62,0.02,2.0,654,1,0
25.0,0,1,0,122936.0,1,0,2000.0,1,0,0,0,0,0,7.29,0.02,4.0,542,1,0
26.0,1,0,4,130590.0,3,0,2000.0,0,1,0,0,0,0,16.29,0.02,4.0,628,1,0
23.0,1,0,0,37209.0,0,2,3800.0,1,0,0,0,0,0,5.79,0.1,3.0,644,1,0
22.0,0,1,6,37050.0,0,5,5125.0,0,1,0,0,0,0,10.0,0.14,3.0,596,0,0
25.0,1,0,4,156789.0,0,0,2000.0,0,0,1,0,0,0,6.99,0.01,4.0,601,1,0
22.0,1,0,0,30872.0,1,0,2050.0,0,0,0,0,0,1,10.59,0.07,2.0,613,1,0
23.0,1,0,6,37124.0,0,2,2400.0,0,0,0,0,1,0,11.01,0.06,4.0,710,1,0
23.0,0,1,0,13256.0,0,0,2100.0,0,0,0,0,0,1,12.21,0.16,3.0,601,0,1
23.0,1,0,0,15411.0,1,0,2100.0,0,0,0,1,0,0,8.94,0.14,2.0,597,0,1
22.0,0,1,0,18328.0,2,0,2100.0,0,0,1,0,0,0,14.83,0.11,3.0,591,0,1
24.0,0,1,2,19194.0,2,0,2100.0,0,1,0,0,0,0,13.11,0.11,4.0,696,1,0
22.0,0,1,4,26762.0,0,0,2100.0,0,0,0,1,0,0,9.99,0.08,4.0,602,1,0
22.0,0,1,6,37063.0,0,5,12000.0,0,1,0,0,0,0,7.66,0.32,2.0,555,1,0
25.0,1,0,0,28623.0,2,0,2100.0,0,1,0,0,0,0,13.48,0.07,4.0,585,1,0
22.0,1,0,2,29576.0,0,0,2100.0,0,0,0,0,1,0,12.21,0.07,2.0,611,1,0
22.0,1,0,2,37105.0,0,2,2000.0,0,0,0,0,0,1,5.42,0.05,2.0,579,1,0
23.0,0,1,4,41220.0,0,0,2100.0,1,0,0,0,0,0,11.01,0.05,3.0,624,1,0
22.0,1,0,4,42217.0,1,0,2100.0,0,0,0,1,0,0,17.04,0.05,3.0,646,0,1
25.0,0,1,4,36653.0,3,2,8000.0,0,0,1,0,0,0,6.92,0.22,3.0,670,1,0
22.0,1,0,4,49138.0,0,0,2100.0,1,0,0,0,0,0,6.39,0.04,2.0,668,0,0
25.0,1,0,0,54191.0,2,0,2100.0,0,0,0,0,1,0,17.27,0.04,4.0,549,1,0
22.0,0,1,0,37355.0,0,5,2500.0,0,1,0,0,0,0,7.29,0.07,3.0,622,1,0
23.0,0,1,2,55172.0,4,0,2100.0,0,0,0,0,0,1,11.48,0.04,4.0,594,1,0
22.0,0,1,0,64444.0,0,0,2100.0,0,0,0,0,1,0,6.76,0.03,2.0,528,1,0
22.0,1,0,2,72916.0,0,0,2100.0,1,0,0,0,0,0,14.65,0.03,2.0,619,1,0
22.0,0,1,6,73098.0,0,0,2100.0,0,0,0,0,0,1,13.43,0.03,2.0,622,1,0
25.0,0,1,0,36868.0,1,5,10000.0,0,0,0,0,0,1,11.01,0.27,2.0,589,1,0
24.0,1,0,0,65420.0,4,0,2100.0,0,0,1,0,0,0,17.14,0.03,4.0,645,0,1
22.0,1,0,4,37313.0,0,2,7000.0,0,1,0,0,0,0,7.29,0.19,3.0,678,1,0
25.0,0,1,0,97116.0,3,0,2100.0,0,0,0,0,1,0,11.01,0.02,4.0,595,1,0
23.0,0,1,0,105501.0,0,0,2100.0,0,1,0,0,0,0,11.01,0.02,2.0,619,1,0
24.0,1,0,6,95755.0,2,0,2100.0,0,0,0,1,0,0,9.91,0.02,4.0,670,0,1
26.0,0,1,6,132985.0,4,0,2100.0,1,0,0,0,0,0,7.12,0.02,2.0,687,1,0
23.0,0,1,2,37093.0,3,2,10000.0,0,1,0,0,0,0,7.66,0.27,3.0,646,1,0
26.0,0,1,2,52405.0,2,0,2125.0,0,0,0,0,1,0,8.9,0.04,3.0,669,0,0
22.0,1,0,0,22076.0,0,0,2150.0,0,0,0,1,0,0,11.01,0.1,4.0,591,1,0
26.0,0,1,4,70385.0,7,0,2150.0,1,0,0,0,0,0,15.62,0.03,3.0,624,0,1
22.0,0,1,4,35568.0,2,0,14000.0,0,0,0,0,0,1,7.9,0.39,2.0,573,0,1
21.0,0,1,2,36953.0,0,2,6400.0,0,0,0,0,0,1,11.01,0.17,3.0,567,1,0
21.0,0,1,6,37264.0,0,0,14000.0,0,0,0,1,0,0,10.65,0.38,2.0,545,0,1
24.0,1,0,2,36841.0,4,0,14000.0,1,0,0,0,0,0,7.9,0.38,2.0,538,0,1
24.0,0,1,4,37068.0,2,2,3075.0,1,0,0,0,0,0,11.01,0.08,4.0,521,1,0
22.0,0,1,4,37513.0,0,0,14000.0,0,0,0,0,0,1,6.99,0.37,4.0,595,0,1
23.0,1,0,2,36711.0,0,0,14000.0,0,0,0,1,0,0,11.26,0.38,3.0,554,0,1
22.0,0,1,4,39399.0,1,0,14000.0,1,0,0,0,0,0,13.49,0.36,2.0,624,0,1
22.0,0,1,4,36784.0,0,2,2000.0,0,0,0,0,1,0,12.61,0.05,4.0,665,0,0
22.0,0,1,4,39517.0,0,0,14000.0,0,1,0,0,0,0,12.23,0.35,3.0,580,0,1
26.0,0,1,2,40269.0,4,0,14000.0,0,1,0,0,0,0,7.51,0.35,4.0,624,0,1
24.0,1,0,4,39839.0,0,0,14000.0,0,0,0,1,0,0,14.17,0.35,2.0,676,0,1
22.0,0,1,6,41760.0,1,0,14000.0,1,0,0,0,0,0,10.62,0.34,4.0,716,0,1
24.0,1,0,0,36688.0,1,2,8000.0,0,0,1,0,0,0,6.17,0.22,2.0,640,0,0
22.0,1,0,6,45090.0,0,0,14000.0,0,0,0,0,1,0,6.92,0.31,2.0,670,0,1
26.0,0,1,0,45042.0,0,0,14000.0,0,0,0,0,1,0,9.88,0.31,4.0,578,0,1
23.0,1,0,4,45628.0,3,0,14000.0,0,1,0,0,0,0,14.42,0.31,3.0,505,0,1
21.0,1,0,2,46414.0,0,0,14000.0,0,0,0,0,1,0,7.9,0.3,2.0,512,0,1
22.0,0,1,0,47934.0,0,0,14000.0,0,0,0,1,0,0,10.37,0.29,3.0,673,0,1
26.0,1,0,2,48727.0,5,0,14000.0,1,0,0,0,0,0,10.37,0.29,3.0,616,0,1
22.0,0,1,4,49401.0,0,0,14000.0,0,1,0,0,0,0,11.01,0.28,4.0,571,0,1
24.0,1,0,0,48758.0,2,0,14000.0,0,0,0,1,0,0,6.03,0.29,2.0,639,0,1
22.0,0,1,0,49052.0,0,0,14000.0,0,1,0,0,0,0,13.11,0.29,3.0,608,0,1
24.0,0,1,2,41910.0,0,0,14000.0,0,0,0,0,0,1,14.61,0.33,2.0,610,0,1
24.0,0,1,0,36909.0,0,5,10000.0,0,0,1,0,0,0,12.61,0.27,3.0,627,1,0
21.0,1,0,6,37238.0,0,2,2000.0,0,1,0,0,0,0,14.46,0.05,4.0,587,1,0
23.0,0,1,4,37065.0,0,2,1000.0,1,0,0,0,0,0,13.72,0.03,4.0,601,1,0
22.0,1,0,4,36798.0,0,2,5000.0,0,1,0,0,0,0,6.91,0.14,3.0,685,0,0
24.0,0,1,0,41942.0,1,0,14000.0,1,0,0,0,0,0,16.0,0.33,3.0,585,0,1
24.0,0,1,2,36620.0,0,5,15250.0,0,0,1,0,0,0,6.54,0.42,3.0,676,1,0
22.0,0,1,2,50189.0,0,0,14000.0,0,0,0,0,0,1,11.01,0.28,3.0,632,0,1
22.0,1,0,4,50555.0,0,0,14000.0,0,0,0,0,0,1,17.49,0.28,3.0,586,0,1
21.0,0,1,0,15202.0,1,0,2200.0,1,0,0,0,0,0,11.01,0.14,3.0,617,0,1
21.0,1,0,4,18915.0,0,0,2200.0,0,1,0,0,0,0,11.01,0.12,4.0,632,1,0
25.0,1,0,0,19343.0,2,0,2200.0,0,0,0,0,0,1,7.88,0.11,2.0,593,1,0
21.0,1,0,4,20481.0,0,0,2200.0,0,0,0,1,0,0,16.49,0.11,2.0,644,0,1
24.0,1,0,2,27735.0,0,0,2200.0,0,0,0,1,0,0,11.01,0.08,3.0,588,1,0
23.0,0,1,4,29995.0,0,0,2200.0,0,1,0,0,0,0,15.23,0.07,4.0,655,0,0
23.0,0,1,2,32355.0,2,0,2200.0,1,0,0,0,0,0,9.91,0.07,2.0,620,0,1
25.0,1,0,2,34002.0,4,0,2200.0,0,0,0,1,0,0,12.53,0.06,4.0,602,1,0
22.0,0,1,6,34703.0,2,0,2200.0,0,0,1,0,0,0,15.95,0.06,2.0,669,0,1
21.0,0,1,0,43345.0,0,0,2200.0,0,1,0,0,0,0,7.49,0.05,2.0,539,1,0
25.0,1,0,0,46951.0,4,0,2200.0,1,0,0,0,0,0,12.69,0.05,3.0,521,1,0
23.0,0,1,0,37111.0,0,2,12000.0,0,1,0,0,0,0,16.45,0.32,3.0,607,1,0
23.0,1,0,6,47574.0,2,0,2200.0,1,0,0,0,0,0,10.99,0.05,4.0,679,0,0
23.0,0,1,0,48028.0,0,0,2200.0,0,0,0,0,0,1,11.72,0.05,2.0,690,0,0
24.0,0,1,6,36947.0,0,2,4500.0,1,0,0,0,0,0,14.72,0.12,4.0,610,1,0
26.0,1,0,0,36960.0,6,5,5000.0,0,0,0,0,1,0,10.38,0.14,4.0,602,1,0
22.0,1,0,4,56136.0,2,0,2200.0,0,0,0,0,0,1,11.99,0.04,2.0,640,0,0
22.0,1,0,4,67155.0,0,0,2200.0,0,0,0,1,0,0,5.79,0.03,4.0,683,1,0
23.0,1,0,6,37179.0,3,2,8000.0,0,0,0,0,0,1,7.88,0.22,2.0,547,1,0
25.0,1,0,6,37020.0,1,2,9000.0,1,0,0,0,0,0,7.51,0.24,4.0,560,0,0
23.0,0,1,0,90758.0,0,0,2200.0,0,0,0,0,0,1,7.9,0.02,4.0,659,0,0
21.0,1,0,2,63937.0,0,0,2225.0,1,0,0,0,0,0,7.66,0.03,3.0,620,1,0
25.0,0,1,0,36905.0,1,2,6000.0,0,0,1,0,0,0,14.35,0.16,2.0,628,1,0
23.0,0,1,2,20156.0,1,0,2250.0,1,0,0,0,0,0,13.49,0.11,4.0,651,1,0
24.0,1,0,4,36298.0,2,0,2250.0,0,0,0,0,0,1,12.73,0.06,4.0,633,0,0
26.0,0,1,4,51602.0,4,0,2250.0,1,0,0,0,0,0,10.38,0.04,4.0,644,0,0
23.0,0,1,6,17782.0,0,0,2300.0,0,1,0,0,0,0,15.33,0.13,2.0,675,0,1
25.0,1,0,4,32066.0,0,0,2300.0,0,0,0,0,1,0,11.11,0.07,4.0,670,1,0
22.0,1,0,4,36918.0,0,5,7000.0,0,0,0,0,0,1,13.98,0.19,2.0,662,0,0
26.0,0,1,4,37200.0,4,0,2300.0,0,0,0,1,0,0,10.99,0.06,2.0,626,1,0
21.0,1,0,4,42441.0,0,0,2300.0,0,1,0,0,0,0,6.76,0.05,2.0,600,1,0
26.0,1,0,4,44809.0,4,0,2300.0,0,1,0,0,0,0,7.4,0.05,2.0,695,0,0
25.0,1,0,6,75902.0,5,0,2300.0,0,0,0,1,0,0,11.71,0.03,3.0,603,1,0
22.0,0,1,2,37155.0,1,5,5000.0,0,0,0,0,1,0,11.12,0.13,2.0,537,1,0
23.0,0,1,6,94707.0,3,0,2300.0,0,1,0,0,0,0,17.58,0.02,2.0,603,0,0
23.0,1,0,2,36696.0,0,2,5000.0,0,0,0,0,0,1,10.38,0.14,4.0,637,1,0
22.0,1,0,4,36929.0,3,2,5000.0,1,0,0,0,0,0,13.23,0.14,4.0,708,0,0
26.0,0,1,6,18021.0,0,0,2350.0,0,0,0,1,0,0,9.91,0.13,4.0,653,0,1
25.0,0,1,0,54126.0,2,0,2350.0,0,1,0,0,0,0,13.98,0.04,3.0,598,1,0
24.0,1,0,6,15186.0,0,0,2400.0,0,0,0,1,0,0,6.92,0.16,2.0,665,0,1
26.0,1,0,2,37035.0,3,2,4000.0,0,1,0,0,0,0,7.14,0.11,3.0,658,0,0
23.0,1,0,0,16718.0,0,0,2400.0,0,0,0,0,1,0,16.82,0.14,3.0,605,0,1
24.0,0,1,4,17140.0,1,0,2400.0,0,0,0,0,0,1,17.27,0.14,2.0,610,0,1
24.0,0,1,0,37247.0,0,2,5000.0,0,0,1,0,0,0,13.48,0.13,2.0,637,0,1
25.0,0,1,6,36871.0,0,2,4000.0,0,0,0,0,1,0,7.14,0.11,2.0,674,0,0
25.0,1,0,6,19680.0,1,0,2400.0,0,1,0,0,0,0,11.71,0.12,4.0,565,1,0
26.0,1,0,4,20699.0,0,0,2400.0,0,0,0,0,1,0,12.23,0.12,4.0,568,0,0
24.0,0,1,6,20806.0,2,0,2400.0,0,0,0,1,0,0,13.98,0.12,4.0,707,0,1
26.0,1,0,2,36529.0,6,2,15000.0,0,0,1,0,0,0,10.62,0.41,2.0,634,1,0
23.0,0,1,4,36754.0,1,2,4500.0,0,0,0,0,1,0,10.62,0.12,3.0,621,1,0
26.0,0,1,2,22526.0,8,0,2400.0,0,0,0,0,0,1,13.06,0.11,2.0,675,0,1
24.0,0,1,2,36805.0,0,2,2400.0,1,0,0,0,0,0,13.11,0.07,2.0,560,0,0
22.0,1,0,4,36808.0,0,2,3200.0,0,0,0,0,0,1,13.48,0.09,4.0,659,1,0
21.0,0,1,4,22578.0,0,0,2400.0,0,0,0,0,0,1,14.72,0.11,2.0,663,1,0
22.0,1,0,4,22159.0,2,0,2400.0,1,0,0,0,0,0,13.61,0.11,3.0,678,0,0
22.0,1,0,6,36755.0,2,2,13750.0,0,1,0,0,0,0,14.22,0.37,4.0,628,1,0
24.0,0,1,4,25005.0,0,0,2400.0,1,0,0,0,0,0,15.62,0.1,2.0,657,0,1
22.0,0,1,0,36780.0,0,2,5500.0,0,0,0,0,1,0,10.99,0.15,3.0,592,1,0
22.0,0,1,4,26976.0,3,0,2400.0,0,0,1,0,0,0,16.29,0.09,4.0,632,0,1
23.0,0,1,4,26871.0,1,0,2400.0,1,0,0,0,0,0,15.23,0.09,4.0,598,0,1
22.0,0,1,6,27295.0,1,0,2400.0,1,0,0,0,0,0,12.53,0.09,4.0,710,1,0
22.0,1,0,4,37014.0,0,2,1750.0,0,0,0,1,0,0,10.99,0.05,4.0,664,0,0
23.0,0,1,4,27980.0,0,0,2400.0,0,0,0,0,0,1,8.94,0.09,4.0,665,0,0
25.0,0,1,0,28338.0,4,0,2400.0,0,0,0,1,0,0,10.36,0.08,4.0,614,0,0
22.0,1,0,2,36928.0,0,2,5000.0,0,0,0,0,0,1,11.48,0.14,4.0,659,1,0
23.0,0,1,0,28622.0,0,0,2400.0,0,1,0,0,0,0,5.99,0.08,3.0,668,1,0
21.0,0,1,2,29829.0,0,0,2400.0,0,0,0,0,0,1,16.29,0.08,3.0,669,1,0
26.0,0,1,4,31133.0,4,0,2400.0,0,0,0,0,1,0,15.28,0.08,3.0,651,0,1
23.0,0,1,0,36732.0,0,5,3000.0,0,0,0,0,1,0,11.14,0.08,3.0,590,1,0
24.0,1,0,6,31233.0,2,0,2400.0,0,0,0,0,0,1,13.8,0.08,4.0,664,1,0
22.0,0,1,4,30740.0,0,0,2400.0,0,1,0,0,0,0,13.61,0.08,4.0,676,0,0
21.0,1,0,2,32471.0,0,0,2400.0,0,0,0,0,1,0,11.58,0.07,4.0,545,0,1
21.0,0,1,2,32568.0,0,0,2400.0,0,1,0,0,0,0,14.79,0.07,2.0,545,0,0
22.0,0,1,6,33006.0,3,0,2400.0,0,0,1,0,0,0,13.92,0.07,3.0,633,0,1
22.0,1,0,0,33471.0,0,0,2400.0,0,1,0,0,0,0,10.59,0.07,2.0,633,0,0
25.0,1,0,0,34619.0,6,0,2400.0,0,1,0,0,0,0,11.49,0.07,3.0,635,1,0
24.0,1,0,4,35413.0,0,0,2400.0,0,0,1,0,0,0,14.26,0.07,4.0,666,0,1
21.0,1,0,4,36999.0,0,0,2400.0,0,0,1,0,0,0,17.19,0.06,2.0,659,0,1
21.0,1,0,4,36861.0,0,0,2400.0,0,0,0,0,0,1,16.49,0.07,2.0,697,0,1
24.0,0,1,2,37041.0,0,0,2400.0,0,0,0,1,0,0,13.72,0.06,4.0,571,1,0
25.0,0,1,4,37806.0,3,0,2400.0,0,0,0,1,0,0,7.9,0.06,3.0,561,1,0
23.0,0,1,2,36920.0,1,2,6500.0,1,0,0,0,0,0,7.74,0.18,4.0,529,1,0
23.0,1,0,0,38120.0,0,0,2400.0,0,0,0,0,1,0,13.98,0.06,4.0,460,0,1
22.0,1,0,6,39139.0,1,0,2400.0,0,0,0,1,0,0,11.99,0.06,3.0,561,1,0
22.0,0,1,0,39733.0,0,0,2400.0,0,0,0,0,0,1,16.77,0.06,3.0,652,0,0
22.0,1,0,0,40812.0,0,0,2400.0,1,0,0,0,0,0,11.48,0.06,4.0,673,0,0
26.0,0,1,6,36843.0,3,5,15000.0,0,0,0,0,1,0,13.22,0.41,2.0,651,0,0
22.0,0,1,0,42800.0,0,0,2400.0,0,1,0,0,0,0,11.01,0.06,2.0,687,1,0
25.0,0,1,4,43085.0,3,0,2400.0,0,0,0,0,0,1,12.53,0.06,3.0,643,0,0
23.0,1,0,0,37168.0,2,2,12000.0,0,1,0,0,0,0,8.94,0.32,4.0,671,1,0
21.0,1,0,2,46370.0,0,0,2400.0,0,0,0,0,1,0,14.26,0.05,3.0,526,1,0
23.0,1,0,4,49113.0,5,0,2400.0,1,0,0,0,0,0,8.9,0.05,3.0,617,1,0
25.0,1,0,2,48647.0,0,0,2400.0,0,1,0,0,0,0,5.42,0.05,3.0,608,1,0
24.0,0,1,4,36661.0,1,2,6000.0,0,0,0,0,0,1,13.22,0.16,3.0,653,0,0
25.0,0,1,2,36935.0,2,2,11500.0,0,0,0,0,1,0,8.59,0.31,4.0,605,1,0
22.0,1,0,0,49147.0,1,0,2400.0,0,1,0,0,0,0,12.73,0.05,2.0,660,1,0
23.0,1,0,4,36471.0,0,2,1000.0,0,0,0,1,0,0,7.4,0.03,2.0,685,1,0
21.0,1,0,2,41935.0,1,0,2400.0,0,0,1,0,0,0,10.83,0.06,4.0,659,0,1
24.0,1,0,4,50421.0,1,0,2400.0,0,1,0,0,0,0,12.68,0.05,2.0,592,0,0
22.0,0,1,6,50740.0,0,0,2400.0,0,1,0,0,0,0,12.22,0.05,2.0,621,1,0
24.0,0,1,6,37260.0,2,2,6000.0,1,0,0,0,0,0,13.57,0.16,2.0,634,0,0
26.0,0,1,6,37000.0,4,2,3500.0,0,0,0,0,0,1,8.0,0.09,4.0,569,0,0
25.0,1,0,4,36955.0,1,2,3000.0,0,0,0,0,0,1,11.01,0.08,4.0,580,1,0
22.0,1,0,4,36979.0,1,2,5000.0,0,1,0,0,0,0,11.89,0.14,4.0,631,0,1
26.0,1,0,10,36905.0,2,2,4000.0,0,0,0,0,0,1,13.16,0.11,4.0,644,0,0
25.0,0,1,6,36767.0,2,2,8000.0,0,0,0,0,0,1,9.32,0.22,4.0,694,0,0
21.0,1,0,2,37124.0,0,2,4750.0,0,0,0,0,1,0,9.63,0.13,2.0,632,0,1
22.0,1,0,0,52572.0,1,0,2400.0,0,0,0,0,0,1,10.99,0.05,4.0,684,1,0
22.0,1,0,0,45803.0,0,0,2400.0,0,0,0,0,1,0,10.65,0.05,3.0,671,0,1
25.0,0,1,0,53535.0,6,0,2400.0,0,0,0,1,0,0,7.66,0.04,4.0,553,0,0
23.0,1,0,4,53631.0,0,0,2400.0,0,1,0,0,0,0,14.09,0.04,4.0,694,1,0
24.0,0,1,2,37017.0,5,2,1000.0,0,1,0,0,0,0,8.0,0.03,2.0,598,1,0
22.0,1,0,0,54736.0,3,0,2400.0,0,0,0,1,0,0,12.18,0.04,4.0,632,1,0
26.0,0,1,2,56584.0,5,0,2400.0,1,0,0,0,0,0,9.91,0.04,4.0,607,1,0
23.0,1,0,6,57152.0,0,0,2400.0,0,0,0,0,1,0,13.75,0.04,4.0,621,1,0
22.0,1,0,2,37288.0,0,2,6600.0,0,0,0,0,1,0,14.42,0.18,4.0,614,1,0
23.0,0,1,4,58830.0,1,0,2400.0,0,0,0,1,0,0,8.49,0.04,4.0,589,1,0
23.0,1,0,6,36765.0,0,2,8000.0,0,0,0,1,0,0,11.01,0.22,3.0,720,0,1
23.0,0,1,2,58619.0,2,0,2400.0,0,1,0,0,0,0,10.59,0.04,3.0,691,1,0
24.0,0,1,4,58755.0,5,0,2400.0,0,0,0,0,1,0,12.99,0.04,4.0,642,1,0
23.0,1,0,0,60959.0,1,0,2400.0,0,0,0,0,1,0,11.83,0.04,2.0,655,1,0
25.0,0,1,2,63062.0,1,0,2400.0,0,0,1,0,0,0,7.88,0.04,4.0,639,1,0
22.0,1,0,2,37176.0,0,2,6950.0,0,0,0,0,0,1,9.32,0.19,4.0,615,1,0
24.0,0,1,4,66025.0,0,0,2400.0,0,0,0,0,1,0,8.0,0.04,3.0,683,1,0
26.0,1,0,6,65991.0,1,0,2400.0,0,1,0,0,0,0,9.32,0.04,3.0,600,0,0
23.0,0,1,4,68264.0,4,0,2400.0,0,0,0,1,0,0,8.9,0.04,3.0,666,1,0
22.0,0,1,2,70218.0,1,0,2400.0,0,0,0,0,1,0,15.23,0.03,3.0,661,1,0
25.0,1,0,4,72861.0,0,0,2400.0,0,0,0,0,0,1,11.49,0.03,3.0,658,1,0
24.0,0,1,6,65771.0,3,0,2400.0,0,0,0,1,0,0,13.49,0.04,4.0,656,0,1
26.0,0,1,0,66006.0,4,0,2400.0,0,0,1,0,0,0,14.09,0.04,2.0,605,0,1
21.0,1,0,2,36994.0,0,2,14000.0,1,0,0,0,0,0,9.38,0.38,4.0,567,1,0
25.0,0,1,2,76329.0,5,0,2400.0,1,0,0,0,0,0,7.14,0.03,4.0,651,0,0
23.0,0,1,2,76632.0,1,0,2400.0,1,0,0,0,0,0,7.9,0.03,4.0,684,0,0
22.0,0,1,2,80093.0,0,0,2400.0,0,1,0,0,0,0,7.4,0.03,2.0,514,1,0
26.0,0,1,4,81365.0,4,0,2400.0,0,0,0,1,0,0,12.99,0.03,2.0,698,1,0
26.0,0,1,2,85122.0,1,0,2400.0,0,1,0,0,0,0,11.01,0.03,3.0,638,0,0
24.0,0,1,0,37061.0,0,2,5000.0,0,0,0,0,1,0,10.71,0.13,2.0,586,1,0
24.0,0,1,0,114976.0,6,0,2400.0,0,0,0,0,1,0,5.99,0.02,3.0,595,1,0
25.0,0,1,0,114814.0,4,0,2400.0,1,0,0,0,0,0,9.25,0.02,2.0,669,1,0
26.0,1,0,4,114848.0,1,0,2400.0,0,0,0,0,0,1,11.01,0.02,3.0,633,1,0
25.0,1,0,4,106355.0,1,0,2400.0,0,0,0,0,1,0,14.79,0.02,4.0,657,0,1
23.0,1,0,0,44212.0,0,0,2425.0,0,1,0,0,0,0,8.49,0.05,4.0,676,1,0
26.0,1,0,0,20475.0,0,0,2450.0,0,0,0,0,0,1,11.01,0.12,2.0,609,0,1
22.0,0,1,4,29587.0,0,0,2450.0,1,0,0,0,0,0,7.9,0.08,2.0,551,1,0
21.0,0,1,2,14420.0,2,0,2500.0,0,0,0,0,1,0,8.88,0.17,2.0,637,0,1
21.0,1,0,2,15753.0,0,0,2500.0,0,0,0,1,0,0,11.99,0.16,4.0,572,0,1
21.0,1,0,6,16616.0,0,0,2500.0,0,0,1,0,0,0,7.88,0.15,2.0,665,0,1
24.0,0,1,4,15503.0,3,0,2500.0,0,0,0,0,0,1,13.11,0.16,2.0,635,0,1
23.0,1,0,0,114538.0,1,0,13600.0,0,0,0,0,0,1,11.11,0.12,2.0,670,1,0
24.0,0,1,4,37999.0,1,0,13500.0,0,0,0,0,0,1,13.43,0.36,4.0,646,0,1
21.0,1,0,4,46809.0,0,0,13500.0,0,1,0,0,0,0,9.91,0.29,3.0,643,0,1
22.0,1,0,0,52686.0,2,0,13500.0,0,0,0,0,1,0,10.95,0.26,3.0,592,0,1
23.0,0,1,2,55073.0,0,0,13500.0,0,1,0,0,0,0,7.88,0.25,3.0,631,1,0
26.0,1,0,4,37294.0,3,5,9200.0,0,0,0,0,0,1,10.99,0.25,2.0,577,1,0
25.0,1,0,2,37319.0,5,2,15000.0,0,0,1,0,0,0,10.2,0.4,2.0,620,0,0
23.0,0,1,6,62148.0,0,0,13500.0,1,0,0,0,0,0,12.23,0.22,2.0,692,1,0
23.0,0,1,2,37195.0,1,2,5800.0,0,1,0,0,0,0,7.29,0.16,2.0,632,1,0
22.0,1,0,0,37532.0,0,2,6000.0,0,1,0,0,0,0,12.73,0.16,2.0,608,1,0
22.0,0,1,2,37110.0,0,5,5000.0,0,1,0,0,0,0,19.47,0.13,3.0,578,0,1
24.0,0,1,0,37430.0,0,2,5000.0,0,0,0,1,0,0,7.74,0.13,2.0,673,0,0
25.0,0,1,6,64686.0,5,0,13500.0,1,0,0,0,0,0,6.99,0.21,3.0,678,1,0
24.0,1,0,4,69406.0,2,0,13500.0,0,0,0,0,1,0,6.92,0.19,2.0,603,1,0
24.0,1,0,2,70430.0,3,0,13500.0,0,0,0,0,0,1,13.99,0.19,2.0,648,0,0
25.0,0,1,6,72878.0,6,0,13500.0,1,0,0,0,0,0,7.49,0.19,2.0,700,1,0
22.0,1,0,0,82388.0,0,0,13500.0,1,0,0,0,0,0,10.62,0.16,4.0,582,1,0
24.0,1,0,6,82558.0,0,0,13500.0,0,1,0,0,0,0,12.21,0.16,2.0,590,1,0
26.0,0,1,0,86149.0,3,0,13500.0,0,0,0,1,0,0,12.69,0.16,3.0,637,1,0
26.0,1,0,0,94021.0,3,0,13500.0,0,0,0,0,0,1,12.87,0.14,2.0,618,1,0
25.0,1,0,2,37515.0,5,2,10000.0,1,0,0,0,0,0,6.03,0.27,4.0,649,0,0
26.0,1,0,4,121263.0,5,0,13500.0,0,0,0,0,1,0,7.14,0.11,3.0,648,1,0
26.0,1,0,6,222668.0,3,0,13500.0,0,0,0,0,0,1,5.99,0.06,3.0,482,1,0
23.0,1,0,4,43065.0,0,0,13475.0,1,0,0,0,0,0,10.65,0.31,3.0,671,0,1
23.0,0,1,2,37797.0,2,2,6000.0,1,0,0,0,0,0,14.54,0.16,2.0,638,0,1
23.0,0,1,6,35570.0,2,0,13475.0,0,0,0,0,0,1,14.26,0.38,4.0,688,0,1
23.0,0,1,4,35526.0,0,0,13450.0,0,0,0,1,0,0,12.61,0.38,3.0,603,0,1
24.0,0,1,0,43155.0,2,0,13400.0,0,0,0,1,0,0,11.01,0.31,3.0,622,0,1
