person_age,person_gender_female,person_gender_male,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,0,1,6,75180.0,3,2,12000.0,0,0,0,0,0,1,5.42,0.16,2.0,607,1,0
24.0,1,0,2,87400.0,1,0,8000.0,0,0,1,0,0,0,10.0,0.09,3.0,655,1,0
25.0,1,0,0,75173.0,4,2,8500.0,0,0,0,0,0,1,10.99,0.11,2.0,605,1,0
23.0,1,0,2,75266.0,0,5,5575.0,0,0,0,0,0,1,11.01,0.07,3.0,603,0,0
24.0,0,1,2,89828.0,4,0,8000.0,0,1,0,0,0,0,15.62,0.09,2.0,626,1,0
26.0,1,0,6,89932.0,2,0,8000.0,0,1,0,0,0,0,13.92,0.09,3.0,647,0,0
23.0,1,0,4,75218.0,2,2,5000.0,0,0,0,0,0,1,5.42,0.07,3.0,672,0,0
23.0,0,1,2,90899.0,3,0,8000.0,0,0,0,1,0,0,7.9,0.09,4.0,672,1,0
24.0,0,1,4,75550.0,0,2,10000.0,1,0,0,0,0,0,7.49,0.13,3.0,686,1,0
22.0,1,0,0,90847.0,1,0,8000.0,1,0,0,0,0,0,5.99,0.09,3.0,639,0,0
23.0,0,1,0,91153.0,0,0,8000.0,1,0,0,0,0,0,10.74,0.09,3.0,613,1,0
25.0,1,0,2,75518.0,3,2,3000.0,0,0,1,0,0,0,12.99,0.04,2.0,675,0,0
23.0,0,1,0,75364.0,0,2,9000.0,0,0,0,1,0,0,11.01,0.12,4.0,614,0,0
23.0,0,1,4,91057.0,3,0,8000.0,0,0,0,0,1,0,13.79,0.09,3.0,589,0,0
24.0,1,0,0,91082.0,2,0,8000.0,0,0,0,0,0,1,15.37,0.09,3.0,550,1,0
22.0,1,0,2,75497.0,0,2,10000.0,0,1,0,0,0,0,5.99,0.13,4.0,668,1,0
25.0,0,1,0,83680.0,4,0,8000.0,0,0,1,0,0,0,13.99,0.1,2.0,659,0,1
23.0,0,1,0,92036.0,0,0,8000.0,0,0,0,0,1,0,5.99,0.09,4.0,603,1,0
26.0,0,1,2,92643.0,5,0,8000.0,0,0,0,0,1,0,13.11,0.09,3.0,650,1,0
25.0,0,1,2,92369.0,1,0,8000.0,0,0,0,1,0,0,6.03,0.09,3.0,630,0,0
24.0,0,1,2,93773.0,5,0,8000.0,1,0,0,0,0,0,7.51,0.09,3.0,563,1,0
22.0,0,1,0,75108.0,1,2,9000.0,0,1,0,0,0,0,10.0,0.12,2.0,646,1,0
22.0,0,1,4,94429.0,1,0,8000.0,0,0,0,1,0,0,13.79,0.08,4.0,675,1,0
26.0,0,1,2,75626.0,4,2,10000.0,0,0,0,0,0,1,13.43,0.13,2.0,530,1,0
23.0,1,0,6,68355.0,0,2,8000.0,0,0,0,0,0,1,14.54,0.12,2.0,674,0,1
24.0,0,1,4,95940.0,0,0,8000.0,0,0,0,1,0,0,11.49,0.08,2.0,642,0,0
23.0,1,0,2,96702.0,0,0,8000.0,0,1,0,0,0,0,7.9,0.08,3.0,505,1,0
24.0,0,1,4,75654.0,0,2,10000.0,0,0,1,0,0,0,10.74,0.13,2.0,585,1,0
24.0,1,0,2,75389.0,2,2,7750.0,0,1,0,0,0,0,10.0,0.1,2.0,532,0,0
22.0,0,1,4,97042.0,1,0,8000.0,0,0,0,0,0,1,18.39,0.08,3.0,512,0,0
26.0,1,0,2,96959.0,2,0,8000.0,0,0,1,0,0,0,5.99,0.08,2.0,645,1,0
24.0,0,1,6,75216.0,0,2,20000.0,0,0,0,1,0,0,11.01,0.27,4.0,618,0,0
25.0,1,0,2,89651.0,2,0,8000.0,0,0,1,0,0,0,7.29,0.09,3.0,622,0,1
23.0,0,1,4,75282.0,1,2,18000.0,0,0,0,0,0,1,14.46,0.24,3.0,632,0,0
23.0,0,1,4,75276.0,3,2,10000.0,0,0,0,0,1,0,11.01,0.13,2.0,654,1,0
22.0,1,0,2,75133.0,0,2,1500.0,0,1,0,0,0,0,6.91,0.02,2.0,640,1,0
26.0,1,0,0,97073.0,5,0,8000.0,0,0,0,1,0,0,12.73,0.08,3.0,628,1,0
22.0,0,1,4,75605.0,0,2,17000.0,0,1,0,0,0,0,6.91,0.22,3.0,656,1,0
24.0,0,1,0,98806.0,0,0,8000.0,0,0,0,0,0,1,12.84,0.08,2.0,658,1,0
26.0,0,1,4,99285.0,4,0,8000.0,0,0,0,0,0,1,10.99,0.08,3.0,609,1,0
26.0,1,0,6,75659.0,2,2,10000.0,0,0,0,1,0,0,7.88,0.13,2.0,631,0,0
26.0,0,1,4,92187.0,3,0,8000.0,0,0,1,0,0,0,13.48,0.09,4.0,532,0,1
25.0,1,0,0,68038.0,4,2,2000.0,0,0,1,0,0,0,11.49,0.03,3.0,585,0,1
22.0,1,0,2,75252.0,0,5,4000.0,0,1,0,0,0,0,6.76,0.05,4.0,613,1,0
26.0,1,0,4,75315.0,2,2,20000.0,0,0,0,1,0,0,10.38,0.27,4.0,687,1,0
25.0,1,0,2,75577.0,0,2,2100.0,0,1,0,0,0,0,11.86,0.03,2.0,635,1,0
24.0,0,1,4,68433.0,5,2,10000.0,0,0,0,0,0,1,14.35,0.15,4.0,627,0,1
22.0,0,1,6,80763.0,0,0,8000.0,0,0,0,1,0,0,18.39,0.1,4.0,693,0,1
22.0,0,1,2,102990.0,0,0,8000.0,0,0,0,0,1,0,13.92,0.08,3.0,600,1,0
25.0,0,1,0,75395.0,2,2,6000.0,1,0,0,0,0,0,7.88,0.08,4.0,564,1,0
24.0,1,0,4,102761.0,4,0,8000.0,0,0,1,0,0,0,13.06,0.08,2.0,632,0,0
25.0,0,1,2,75644.0,2,2,10000.0,1,0,0,0,0,0,7.88,0.13,3.0,637,1,0
23.0,0,1,0,75652.0,0,2,11200.0,0,0,0,0,0,1,7.88,0.15,4.0,570,1,0
21.0,0,1,4,68008.0,0,2,18000.0,0,1,0,0,0,0,10.25,0.26,2.0,639,0,1
22.0,0,1,4,103996.0,3,0,8000.0,0,1,0,0,0,0,13.92,0.08,2.0,626,1,0
26.0,1,0,2,104934.0,3,0,8000.0,0,0,0,0,1,0,10.36,0.08,3.0,597,1,0
22.0,0,1,2,75406.0,0,2,5000.0,0,0,0,0,0,1,8.59,0.07,4.0,658,1,0
25.0,1,0,6,105579.0,6,0,8000.0,0,0,0,1,0,0,10.37,0.08,2.0,624,0,0
25.0,1,0,4,75092.0,3,5,3500.0,0,0,0,0,0,1,13.57,0.05,4.0,653,1,0
23.0,0,1,6,75285.0,2,2,10000.0,0,0,0,1,0,0,12.18,0.13,2.0,679,0,0
22.0,1,0,2,75276.0,1,2,6000.0,0,1,0,0,0,0,13.92,0.08,4.0,557,0,0
23.0,0,1,6,75476.0,0,2,5000.0,0,0,0,0,0,1,13.57,0.07,3.0,526,1,0
23.0,0,1,4,92670.0,2,0,8000.0,1,0,0,0,0,0,14.26,0.09,4.0,610,0,1
26.0,0,1,4,75367.0,6,2,12000.0,0,0,0,0,1,0,11.01,0.16,4.0,663,1,0
26.0,1,0,4,109050.0,7,0,8000.0,0,1,0,0,0,0,14.27,0.07,3.0,638,1,0
24.0,0,1,6,75189.0,2,2,20000.0,0,0,0,0,0,1,16.7,0.27,2.0,653,1,0
22.0,1,0,0,108789.0,0,0,8000.0,0,1,0,0,0,0,7.49,0.07,3.0,624,1,0
23.0,0,1,2,75196.0,1,2,6500.0,0,0,0,0,1,0,10.95,0.09,3.0,579,1,0
22.0,0,1,6,75405.0,0,5,10000.0,0,0,0,0,0,1,11.58,0.13,2.0,628,1,0
23.0,1,0,2,108931.0,1,0,8000.0,0,0,0,1,0,0,6.92,0.07,3.0,566,1,0
23.0,0,1,0,108576.0,1,0,8000.0,1,0,0,0,0,0,13.35,0.07,3.0,609,0,0
22.0,1,0,2,109339.0,0,0,8000.0,0,0,0,0,1,0,11.01,0.07,3.0,573,1,0
22.0,0,1,6,68311.0,1,2,15000.0,0,0,0,1,0,0,16.0,0.22,4.0,576,0,1
22.0,0,1,2,110365.0,1,0,8000.0,0,0,0,0,1,0,6.92,0.07,4.0,577,1,0
22.0,1,0,4,109923.0,0,0,8000.0,0,0,0,0,1,0,11.86,0.07,3.0,624,1,0
23.0,0,1,2,111537.0,1,0,8000.0,1,0,0,0,0,0,11.49,0.07,4.0,669,1,0
22.0,0,1,0,75652.0,0,2,7500.0,0,1,0,0,0,0,13.87,0.1,3.0,569,1,0
23.0,1,0,2,75436.0,0,2,6400.0,1,0,0,0,0,0,10.08,0.08,2.0,626,0,0
24.0,0,1,0,75371.0,2,2,8000.0,0,0,1,0,0,0,10.08,0.11,3.0,657,0,0
23.0,0,1,4,75658.0,0,2,9600.0,0,0,0,0,0,1,9.2,0.13,2.0,640,1,0
25.0,1,0,4,115066.0,0,0,8000.0,0,0,0,0,1,0,15.23,0.07,4.0,576,1,0
25.0,1,0,0,115188.0,1,0,8000.0,0,0,0,0,1,0,10.99,0.07,3.0,596,1,0
25.0,0,1,2,114775.0,2,0,8000.0,0,0,1,0,0,0,13.8,0.07,3.0,646,0,0
25.0,0,1,4,115058.0,2,0,8000.0,1,0,0,0,0,0,10.36,0.07,3.0,603,1,0
22.0,1,0,0,75605.0,0,2,3000.0,0,0,0,1,0,0,8.7,0.04,3.0,607,1,0
22.0,0,1,0,114684.0,2,0,8000.0,0,1,0,0,0,0,12.61,0.07,4.0,666,0,0
26.0,0,1,4,101960.0,2,0,8000.0,0,0,1,0,0,0,12.61,0.08,4.0,634,0,1
25.0,1,0,4,68264.0,1,2,8000.0,1,0,0,0,0,0,11.71,0.12,3.0,603,0,1
25.0,0,1,4,101680.0,1,0,8000.0,0,0,0,0,0,1,16.45,0.08,2.0,624,0,1
26.0,0,1,6,116847.0,3,0,8000.0,1,0,0,0,0,0,13.61,0.07,3.0,704,1,0
24.0,1,0,2,67966.0,2,2,6000.0,1,0,0,0,0,0,10.0,0.09,3.0,607,0,1
24.0,1,0,4,117719.0,4,0,8000.0,0,1,0,0,0,0,15.31,0.07,3.0,678,1,0
26.0,1,0,0,75529.0,7,2,4000.0,0,0,0,1,0,0,9.99,0.05,2.0,621,0,0
26.0,0,1,6,120995.0,6,0,8000.0,0,0,0,0,1,0,16.32,0.07,3.0,621,1,0
21.0,0,1,4,120991.0,0,0,8000.0,0,0,0,0,0,1,7.14,0.07,4.0,660,0,0
23.0,1,0,2,68223.0,1,2,15000.0,0,0,0,0,1,0,11.26,0.22,2.0,607,0,1
23.0,0,1,6,75097.0,1,2,9600.0,1,0,0,0,0,0,10.95,0.13,3.0,535,1,0
26.0,0,1,0,121059.0,1,0,8000.0,0,0,0,1,0,0,6.54,0.07,3.0,541,1,0
25.0,0,1,2,75486.0,2,2,15000.0,0,0,1,0,0,0,13.47,0.2,4.0,652,1,0
22.0,0,1,4,75378.0,0,2,3600.0,0,1,0,0,0,0,7.37,0.05,2.0,701,0,0
23.0,1,0,6,75339.0,0,2,10000.0,0,0,0,1,0,0,9.07,0.13,4.0,619,0,0
23.0,1,0,2,108167.0,1,0,8000.0,1,0,0,0,0,0,14.74,0.07,3.0,552,0,1
26.0,0,1,0,75613.0,1,2,9600.0,0,1,0,0,0,0,11.71,0.13,4.0,587,1,0
24.0,0,1,0,126786.0,0,0,8000.0,1,0,0,0,0,0,7.51,0.06,3.0,660,1,0
26.0,0,1,4,75477.0,4,2,1600.0,0,0,0,0,1,0,12.61,0.02,4.0,660,1,0
24.0,0,1,2,75108.0,1,2,6000.0,0,1,0,0,0,0,12.53,0.08,2.0,643,1,0
26.0,0,1,6,98825.0,1,0,8000.0,0,0,0,1,0,0,16.29,0.08,3.0,604,0,1
24.0,0,1,4,130639.0,2,0,8000.0,1,0,0,0,0,0,9.88,0.06,4.0,605,1,0
26.0,0,1,0,75602.0,2,2,18000.0,0,0,0,0,1,0,16.63,0.24,3.0,519,1,0
24.0,1,0,0,132960.0,6,0,8000.0,0,0,0,0,1,0,5.99,0.06,3.0,688,1,0
25.0,0,1,6,138879.0,5,0,8000.0,0,0,0,0,0,1,11.71,0.06,4.0,701,1,0
22.0,1,0,4,68400.0,0,2,12000.0,1,0,0,0,0,0,16.29,0.18,2.0,676,0,1
24.0,1,0,0,140798.0,0,0,8000.0,0,0,0,0,0,1,16.49,0.06,3.0,520,1,0
22.0,1,0,2,75538.0,0,5,5000.0,0,0,0,1,0,0,9.99,0.07,4.0,687,0,0
22.0,0,1,2,130229.0,0,0,8000.0,0,0,0,0,1,0,16.29,0.06,2.0,611,0,1
25.0,0,1,0,130905.0,1,0,8000.0,1,0,0,0,0,0,16.77,0.06,3.0,666,0,1
25.0,0,1,4,145316.0,1,0,8000.0,0,1,0,0,0,0,11.01,0.06,3.0,619,0,0
21.0,0,1,2,75895.0,0,2,10000.0,0,0,0,1,0,0,7.66,0.13,4.0,648,1,0
23.0,1,0,0,76014.0,0,5,29800.0,0,1,0,0,0,0,10.65,0.39,3.0,646,1,0
26.0,1,0,4,75549.0,5,2,21650.0,0,0,0,0,1,0,12.69,0.29,4.0,622,1,0
23.0,0,1,4,145159.0,1,0,8000.0,0,1,0,0,0,0,14.61,0.06,4.0,623,1,0
25.0,0,1,4,148701.0,3,0,8000.0,0,0,0,1,0,0,12.53,0.05,3.0,605,1,0
25.0,0,1,0,76142.0,4,5,15000.0,0,0,0,1,0,0,17.58,0.2,4.0,690,1,0
26.0,0,1,6,151245.0,3,0,8000.0,0,0,0,1,0,0,9.63,0.05,3.0,647,1,0
23.0,0,1,2,152231.0,0,0,8000.0,0,0,0,0,1,0,13.23,0.05,3.0,658,1,0
23.0,1,0,0,75520.0,4,2,7200.0,0,0,0,0,0,1,8.9,0.1,4.0,623,1,0
24.0,1,0,4,75557.0,2,2,4000.0,0,0,0,0,1,0,8.9,0.05,4.0,713,0,0
23.0,1,0,2,157085.0,0,0,8000.0,0,0,0,1,0,0,11.99,0.05,3.0,675,1,0
26.0,1,0,2,76194.0,3,2,11000.0,1,0,0,0,0,0,11.01,0.14,3.0,652,0,0
25.0,1,0,0,163071.0,2,0,8000.0,0,0,0,0,0,1,11.01,0.05,3.0,599,1,0
23.0,0,1,4,75535.0,0,2,7000.0,0,0,0,1,0,0,13.06,0.09,4.0,611,0,0
22.0,0,1,4,68850.0,1,2,8400.0,0,1,0,0,0,0,14.91,0.12,2.0,667,0,1
22.0,0,1,2,68235.0,1,2,25000.0,0,0,0,0,1,0,16.4,0.37,3.0,632,0,1
24.0,0,1,0,158984.0,3,0,8000.0,1,0,0,0,0,0,15.99,0.05,2.0,610,0,1
24.0,1,0,4,75777.0,0,2,9500.0,0,1,0,0,0,0,6.54,0.13,2.0,670,0,0
22.0,1,0,4,75908.0,0,2,2400.0,0,1,0,0,0,0,14.46,0.03,2.0,621,0,0
22.0,1,0,6,75733.0,3,2,12600.0,0,0,0,0,0,1,13.85,0.17,2.0,612,1,0
25.0,0,1,6,75876.0,2,2,12500.0,0,1,0,0,0,0,14.96,0.16,3.0,682,0,0
25.0,1,0,6,76232.0,5,2,2000.0,0,0,1,0,0,0,10.99,0.03,4.0,688,1,0
26.0,1,0,4,221574.0,4,0,8000.0,0,0,0,0,1,0,15.62,0.04,4.0,545,0,1
22.0,0,1,6,36987.0,0,0,8050.0,0,1,0,0,0,0,12.69,0.22,2.0,674,0,1
22.0,0,1,2,58675.0,1,0,8050.0,0,1,0,0,0,0,10.0,0.14,2.0,497,1,0
21.0,0,1,2,61010.0,0,0,8075.0,1,0,0,0,0,0,6.17,0.13,2.0,520,1,0
22.0,0,1,2,65707.0,1,0,8075.0,0,0,0,0,1,0,13.06,0.12,3.0,615,1,0
23.0,0,1,4,75779.0,0,2,12000.0,0,1,0,0,0,0,6.91,0.16,2.0,661,1,0
23.0,0,1,6,94489.0,1,0,8100.0,1,0,0,0,0,0,7.29,0.09,2.0,534,1,0
24.0,1,0,0,103040.0,2,0,8100.0,0,0,1,0,0,0,11.01,0.08,2.0,672,1,0
21.0,0,1,2,30619.0,0,0,8125.0,0,1,0,0,0,0,7.9,0.27,3.0,662,0,1
25.0,0,1,2,75915.0,0,2,8000.0,0,0,1,0,0,0,7.51,0.11,2.0,587,1,0
23.0,0,1,6,36755.0,1,0,8125.0,0,1,0,0,0,0,12.68,0.22,3.0,574,1,0
21.0,1,0,2,75708.0,0,2,5000.0,0,1,0,0,0,0,12.53,0.07,3.0,601,1,0
21.0,1,0,2,75800.0,0,2,13200.0,0,1,0,0,0,0,7.9,0.17,3.0,655,1,0
23.0,0,1,4,76081.0,0,2,23525.0,1,0,0,0,0,0,7.9,0.31,3.0,613,1,0
26.0,1,0,4,68229.0,4,0,8150.0,0,0,1,0,0,0,12.87,0.12,4.0,693,1,0
24.0,1,0,4,73814.0,0,0,8150.0,1,0,0,0,0,0,17.27,0.11,3.0,637,0,1
26.0,0,1,4,75897.0,3,2,8000.0,0,0,0,1,0,0,11.49,0.11,2.0,571,1,0
22.0,0,1,0,76278.0,0,2,10000.0,0,0,0,0,1,0,5.99,0.13,3.0,604,1,0
25.0,0,1,2,41571.0,4,0,8200.0,0,0,0,0,0,1,12.21,0.2,4.0,714,1,0
24.0,0,1,6,76212.0,0,2,6000.0,0,0,0,0,0,1,5.79,0.08,2.0,606,1,0
26.0,0,1,0,49089.0,4,0,8200.0,0,0,0,0,0,1,6.62,0.17,4.0,602,1,0
24.0,0,1,0,50666.0,0,0,8200.0,0,0,0,1,0,0,11.36,0.16,2.0,545,1,0
23.0,0,1,0,67176.0,1,0,8200.0,0,0,0,0,1,0,13.11,0.12,3.0,607,1,0
24.0,0,1,4,76342.0,1,2,16000.0,1,0,0,0,0,0,10.38,0.21,3.0,651,1,0
22.0,0,1,2,180773.0,0,0,8200.0,0,1,0,0,0,0,6.99,0.05,3.0,669,1,0
21.0,1,0,0,31128.0,0,0,8250.0,0,1,0,0,0,0,7.49,0.27,4.0,514,0,1
23.0,1,0,6,36719.0,0,0,8250.0,0,0,0,1,0,0,7.51,0.22,4.0,623,1,0
23.0,1,0,4,76087.0,0,2,9600.0,0,0,0,1,0,0,13.22,0.13,3.0,674,0,0
24.0,1,0,4,75843.0,4,5,6500.0,0,0,0,0,1,0,13.22,0.09,2.0,654,1,0
25.0,1,0,2,76241.0,2,2,15000.0,1,0,0,0,0,0,6.0,0.2,3.0,586,1,0
23.0,1,0,2,75593.0,0,2,4000.0,0,0,0,0,0,1,7.43,0.05,3.0,589,1,0
21.0,1,0,4,40285.0,0,0,8250.0,0,0,0,0,1,0,11.01,0.2,2.0,664,0,0
23.0,0,1,6,75497.0,1,2,12000.0,0,1,0,0,0,0,10.74,0.16,4.0,647,0,0
22.0,0,1,4,76105.0,0,5,7000.0,0,0,0,0,0,1,13.35,0.09,2.0,628,1,0
25.0,0,1,4,85051.0,4,0,8250.0,0,1,0,0,0,0,13.61,0.1,4.0,681,0,1
24.0,1,0,0,76318.0,2,2,6000.0,0,0,0,1,0,0,10.2,0.08,2.0,559,1,0
26.0,1,0,6,76250.0,4,2,4400.0,0,0,0,1,0,0,11.01,0.06,4.0,647,1,0
23.0,1,0,0,32326.0,0,0,8300.0,0,1,0,0,0,0,9.99,0.26,4.0,678,0,1
25.0,1,0,2,37091.0,5,0,8300.0,0,0,1,0,0,0,8.9,0.22,3.0,590,0,1
22.0,0,1,0,55124.0,0,0,8300.0,0,1,0,0,0,0,10.99,0.15,4.0,528,1,0
21.0,1,0,6,61188.0,0,0,8300.0,1,0,0,0,0,0,8.9,0.14,4.0,651,0,0
24.0,1,0,6,100474.0,0,0,8300.0,0,0,1,0,0,0,7.88,0.08,2.0,667,1,0
22.0,0,1,0,76495.0,0,2,9600.0,1,0,0,0,0,0,11.03,0.13,4.0,590,0,0
21.0,1,0,6,76981.0,0,2,15000.0,0,1,0,0,0,0,11.49,0.19,4.0,689,1,0
22.0,1,0,6,69272.0,0,2,10000.0,0,0,0,0,0,1,14.59,0.14,2.0,591,0,1
24.0,0,1,6,69315.0,3,5,15000.0,1,0,0,0,0,0,16.4,0.22,4.0,695,0,1
25.0,0,1,0,76914.0,1,2,14000.0,0,0,0,0,1,0,12.42,0.18,2.0,553,1,0
26.0,0,1,2,38324.0,2,0,8325.0,0,0,0,0,1,0,13.49,0.22,3.0,572,1,0
26.0,1,0,4,94070.0,0,0,8350.0,1,0,0,0,0,0,6.99,0.09,3.0,496,1,0
21.0,0,1,4,37370.0,0,0,8400.0,0,1,0,0,0,0,6.03,0.22,3.0,651,0,0
23.0,0,1,4,76565.0,2,2,20000.0,0,1,0,0,0,0,7.9,0.26,2.0,617,0,0
24.0,0,1,0,76532.0,2,2,6000.0,0,0,0,0,0,1,9.91,0.08,4.0,649,0,0
24.0,1,0,4,38217.0,2,0,8400.0,0,0,0,0,0,1,13.23,0.22,3.0,677,1,0
21.0,0,1,4,39609.0,0,0,8400.0,1,0,0,0,0,0,16.77,0.21,4.0,621,0,1
25.0,1,0,0,76555.0,0,2,20000.0,0,0,0,1,0,0,8.49,0.26,4.0,639,1,0
22.0,0,1,4,39300.0,0,0,8400.0,0,1,0,0,0,0,11.49,0.21,4.0,642,1,0
24.0,0,1,4,76693.0,3,2,20000.0,0,0,0,0,0,1,11.49,0.26,3.0,666,0,0
23.0,0,1,4,76498.0,1,2,10000.0,0,0,0,0,1,0,10.59,0.13,2.0,580,1,0
25.0,0,1,4,76266.0,6,2,11000.0,0,0,0,0,0,1,11.01,0.14,3.0,640,1,0
23.0,0,1,4,76889.0,3,2,7300.0,0,1,0,0,0,0,7.49,0.09,2.0,722,1,0
21.0,1,0,0,76792.0,0,2,10000.0,0,0,0,0,1,0,10.59,0.13,2.0,657,1,0
25.0,1,0,2,42208.0,4,0,8400.0,0,0,0,0,1,0,11.01,0.2,4.0,663,0,0
25.0,0,1,4,76793.0,2,2,20000.0,0,0,1,0,0,0,9.99,0.26,2.0,650,1,0
24.0,0,1,2,43206.0,0,0,8400.0,0,0,0,0,0,1,12.87,0.19,4.0,587,0,0
23.0,1,0,6,76761.0,0,2,9700.0,0,0,0,1,0,0,5.99,0.13,4.0,649,1,0
21.0,0,1,4,76226.0,0,2,11200.0,1,0,0,0,0,0,10.99,0.15,4.0,627,1,0
26.0,1,0,0,44154.0,6,0,8400.0,0,0,0,1,0,0,11.49,0.19,3.0,652,0,0
25.0,0,1,4,44351.0,0,0,8400.0,0,0,0,0,1,0,18.64,0.19,4.0,435,1,0
22.0,0,1,4,76538.0,0,2,10800.0,0,0,0,1,0,0,5.99,0.14,2.0,554,0,0
23.0,1,0,0,37277.0,0,0,8400.0,0,1,0,0,0,0,11.01,0.23,3.0,599,0,1
24.0,0,1,0,44123.0,3,0,8400.0,0,1,0,0,0,0,11.26,0.19,4.0,655,1,0
23.0,0,1,6,76532.0,0,2,6800.0,0,0,0,0,1,0,7.66,0.09,4.0,690,0,0
22.0,1,0,0,50130.0,0,0,8400.0,0,1,0,0,0,0,8.94,0.17,2.0,637,0,0
22.0,1,0,2,76436.0,0,2,8400.0,0,0,0,0,0,1,7.29,0.11,4.0,664,1,0
22.0,0,1,2,76332.0,1,5,9000.0,0,1,0,0,0,0,11.01,0.12,4.0,678,1,0
22.0,0,1,4,76682.0,0,2,15000.0,0,0,0,1,0,0,11.01,0.2,3.0,678,1,0
22.0,0,1,4,76583.0,0,2,12000.0,0,0,0,1,0,0,7.66,0.16,3.0,526,1,0
26.0,0,1,6,76771.0,3,2,10000.0,0,0,0,1,0,0,6.91,0.13,2.0,668,0,0
26.0,1,0,2,43529.0,4,0,8400.0,1,0,0,0,0,0,17.27,0.19,4.0,685,0,1
22.0,0,1,0,76712.0,0,2,4500.0,0,1,0,0,0,0,5.42,0.06,2.0,618,0,0
22.0,0,1,0,51336.0,0,0,8400.0,0,0,0,1,0,0,14.35,0.16,4.0,636,1,0
26.0,0,1,2,76965.0,0,2,10000.0,0,0,1,0,0,0,9.25,0.13,3.0,574,1,0
22.0,0,1,4,76747.0,0,2,3700.0,0,1,0,0,0,0,5.42,0.05,4.0,547,1,0
25.0,1,0,4,76652.0,3,2,25000.0,0,1,0,0,0,0,11.49,0.33,2.0,590,1,0
24.0,1,0,4,76408.0,2,2,6300.0,0,0,0,0,0,1,11.49,0.08,4.0,618,1,0
24.0,1,0,4,55060.0,1,0,8400.0,0,1,0,0,0,0,7.9,0.15,3.0,676,0,0
23.0,1,0,0,47971.0,1,0,8400.0,0,0,0,0,1,0,13.79,0.18,2.0,574,0,1
21.0,0,1,4,76791.0,0,2,4800.0,0,0,0,0,0,1,11.01,0.06,4.0,631,0,0
26.0,0,1,4,57547.0,8,0,8400.0,0,0,0,0,0,1,11.83,0.15,4.0,630,1,0
22.0,0,1,4,76943.0,0,2,8400.0,0,0,0,1,0,0,12.73,0.11,4.0,574,1,0
26.0,1,0,4,58466.0,4,0,8400.0,1,0,0,0,0,0,11.12,0.14,2.0,516,1,0
26.0,1,0,0,60388.0,5,0,8400.0,0,0,1,0,0,0,14.72,0.14,3.0,707,0,0
22.0,0,1,6,76480.0,0,2,8950.0,0,0,0,0,1,0,10.99,0.12,4.0,582,0,0
25.0,0,1,4,61146.0,5,0,8400.0,0,0,0,1,0,0,13.22,0.14,3.0,650,0,0
26.0,0,1,0,53808.0,3,0,8400.0,0,0,0,1,0,0,14.5,0.16,3.0,611,0,1
26.0,0,1,0,62736.0,2,0,8400.0,1,0,0,0,0,0,11.99,0.13,3.0,548,1,0
22.0,0,1,6,62955.0,0,0,8400.0,0,0,0,0,1,0,11.97,0.13,3.0,625,0,0
26.0,0,1,6,63756.0,3,0,8400.0,0,0,0,1,0,0,13.99,0.13,2.0,699,1,0
24.0,0,1,6,76719.0,2,5,17600.0,0,0,1,0,0,0,8.94,0.23,4.0,684,1,0
23.0,0,1,2,63560.0,3,0,8400.0,0,1,0,0,0,0,6.17,0.13,3.0,649,1,0
23.0,0,1,0,56709.0,2,0,8400.0,0,0,0,1,0,0,16.89,0.15,3.0,623,0,1
22.0,0,1,0,76864.0,0,2,10000.0,0,0,0,0,1,0,8.94,0.13,4.0,628,1,0
22.0,1,0,0,76706.0,0,2,4000.0,1,0,0,0,0,0,11.01,0.05,2.0,500,1,0
24.0,0,1,0,76450.0,0,2,20000.0,0,0,0,0,1,0,19.13,0.26,3.0,623,1,0
26.0,0,1,0,59862.0,4,0,8400.0,0,0,0,0,0,1,18.25,0.14,4.0,649,0,1
25.0,1,0,0,76499.0,2,2,11600.0,1,0,0,0,0,0,11.01,0.15,4.0,652,1,0
25.0,0,1,2,76678.0,4,2,7775.0,1,0,0,0,0,0,11.01,0.1,3.0,685,1,0
25.0,1,0,2,67099.0,4,0,8400.0,0,1,0,0,0,0,13.72,0.13,3.0,677,0,0
22.0,1,0,0,67194.0,0,0,8400.0,0,0,0,0,0,1,7.88,0.13,2.0,691,1,0
25.0,1,0,0,76644.0,1,2,3000.0,0,1,0,0,0,0,13.47,0.04,2.0,666,1,0
26.0,1,0,6,66649.0,1,0,8400.0,0,0,0,1,0,0,8.94,0.13,3.0,603,1,0
26.0,1,0,4,76926.0,8,2,3500.0,0,0,0,1,0,0,7.68,0.05,4.0,633,1,0
23.0,1,0,6,68270.0,2,0,8400.0,1,0,0,0,0,0,10.99,0.12,2.0,657,1,0
24.0,1,0,4,76545.0,2,2,11400.0,0,0,0,0,1,0,13.79,0.15,4.0,676,1,0
22.0,1,0,0,76659.0,3,2,14100.0,0,1,0,0,0,0,8.0,0.18,2.0,619,0,0
24.0,0,1,0,76434.0,1,2,15000.0,0,0,0,1,0,0,13.47,0.2,4.0,670,1,0
